2022-01-01	2022	1	1	6	1	1	1	0	0	
2022-01-02	2022	1	2	7	2	2	1	0	0	
2022-01-03	2022	1	3	1	3	2	1	1	0	
2022-01-04	2022	1	4	2	4	2	1	1	0	
2022-01-05	2022	1	5	3	5	2	1	1	0	
2022-01-06	2022	1	6	4	6	2	1	1	0	
2022-01-07	2022	1	7	5	7	2	1	1	0	
2022-01-08	2022	1	8	6	8	2	1	0	0	
2022-01-09	2022	1	9	7	9	3	1	0	0	
2022-01-10	2022	1	10	1	10	3	1	1	0	
2022-01-11	2022	1	11	2	11	3	1	1	0	
2022-01-12	2022	1	12	3	12	3	1	1	0	
2022-01-13	2022	1	13	4	13	3	1	1	0	
2022-01-14	2022	1	14	5	14	3	1	1	0	
2022-01-15	2022	1	15	6	15	3	1	0	0	
2022-01-16	2022	1	16	7	16	4	1	0	0	
2022-01-17	2022	1	17	1	17	4	1	1	0	
2022-01-18	2022	1	18	2	18	4	1	1	0	
2022-01-19	2022	1	19	3	19	4	1	1	0	
2022-01-20	2022	1	20	4	20	4	1	1	0	
2022-01-21	2022	1	21	5	21	4	1	1	0	
2022-01-22	2022	1	22	6	22	4	1	0	0	
2022-01-23	2022	1	23	7	23	5	1	0	0	
2022-01-24	2022	1	24	1	24	5	1	1	0	
2022-01-25	2022	1	25	2	25	5	1	1	0	
2022-01-26	2022	1	26	3	26	5	1	1	0	
2022-01-27	2022	1	27	4	27	5	1	1	0	
2022-01-28	2022	1	28	5	28	5	1	1	0	
2022-01-29	2022	1	29	6	29	5	1	0	0	
2022-01-30	2022	1	30	7	30	6	1	0	0	
2022-01-31	2022	1	31	1	31	6	1	1	0	
2022-02-01	2022	2	1	2	32	6	1	1	0	
2022-02-02	2022	2	2	3	33	6	1	1	0	
2022-02-03	2022	2	3	4	34	6	1	1	0	
2022-02-04	2022	2	4	5	35	6	1	1	0	
2022-02-05	2022	2	5	6	36	6	1	0	0	
2022-02-06	2022	2	6	7	37	7	1	0	0	
2022-02-07	2022	2	7	1	38	7	1	1	0	
2022-02-08	2022	2	8	2	39	7	1	1	0	
2022-02-09	2022	2	9	3	40	7	1	1	0	
2022-02-10	2022	2	10	4	41	7	1	1	0	
2022-02-11	2022	2	11	5	42	7	1	1	0	
2022-02-12	2022	2	12	6	43	7	1	0	0	
2022-02-13	2022	2	13	7	44	8	1	0	0	
2022-02-14	2022	2	14	1	45	8	1	1	0	
2022-02-15	2022	2	15	2	46	8	1	1	0	
2022-02-16	2022	2	16	3	47	8	1	1	0	
2022-02-17	2022	2	17	4	48	8	1	1	0	
2022-02-18	2022	2	18	5	49	8	1	1	0	
2022-02-19	2022	2	19	6	50	8	1	0	0	
2022-02-20	2022	2	20	7	51	9	1	0	0	
2022-02-21	2022	2	21	1	52	9	1	1	0	
2022-02-22	2022	2	22	2	53	9	1	1	0	
2022-02-23	2022	2	23	3	54	9	1	1	0	
2022-02-24	2022	2	24	4	55	9	1	1	0	
2022-02-25	2022	2	25	5	56	9	1	1	0	
2022-02-26	2022	2	26	6	57	9	1	0	0	
2022-02-27	2022	2	27	7	58	10	1	0	0	
2022-02-28	2022	2	28	1	59	10	1	1	0	
2022-03-01	2022	3	1	2	60	10	1	1	0	
2022-03-02	2022	3	2	3	61	10	1	1	0	
2022-03-03	2022	3	3	4	62	10	1	1	0	
2022-03-04	2022	3	4	5	63	10	1	1	0	
2022-03-05	2022	3	5	6	64	10	1	0	0	
2022-03-06	2022	3	6	7	65	11	1	0	0	
2022-03-07	2022	3	7	1	66	11	1	1	0	
2022-03-08	2022	3	8	2	67	11	1	1	0	
2022-03-09	2022	3	9	3	68	11	1	1	0	
2022-03-10	2022	3	10	4	69	11	1	1	0	
2022-03-11	2022	3	11	5	70	11	1	1	0	
2022-03-12	2022	3	12	6	71	11	1	0	0	
2022-03-13	2022	3	13	7	72	12	1	0	0	
2022-03-14	2022	3	14	1	73	12	1	1	0	
2022-03-15	2022	3	15	2	74	12	1	1	0	
2022-03-16	2022	3	16	3	75	12	1	1	0	
2022-03-17	2022	3	17	4	76	12	1	1	0	
2022-03-18	2022	3	18	5	77	12	1	1	0	
2022-03-19	2022	3	19	6	78	12	1	0	0	
2022-03-20	2022	3	20	7	79	13	1	0	0	
2022-03-21	2022	3	21	1	80	13	1	1	0	
2022-03-22	2022	3	22	2	81	13	1	1	0	
2022-03-23	2022	3	23	3	82	13	1	1	0	
2022-03-24	2022	3	24	4	83	13	1	1	0	
2022-03-25	2022	3	25	5	84	13	1	1	0	
2022-03-26	2022	3	26	6	85	13	1	0	0	
2022-03-27	2022	3	27	7	86	14	1	0	0	
2022-03-28	2022	3	28	1	87	14	1	1	0	
2022-03-29	2022	3	29	2	88	14	1	1	0	
2022-03-30	2022	3	30	3	89	14	1	1	0	
2022-03-31	2022	3	31	4	90	14	1	1	0	
2022-04-01	2022	4	1	5	91	14	2	1	0	
2022-04-02	2022	4	2	6	92	14	2	0	0	
2022-04-03	2022	4	3	7	93	15	2	0	0	
2022-04-04	2022	4	4	1	94	15	2	1	0	
2022-04-05	2022	4	5	2	95	15	2	1	0	
2022-04-06	2022	4	6	3	96	15	2	1	0	
2022-04-07	2022	4	7	4	97	15	2	1	0	
2022-04-08	2022	4	8	5	98	15	2	1	0	
2022-04-09	2022	4	9	6	99	15	2	0	0	
2022-04-10	2022	4	10	7	100	16	2	0	0	
2022-04-11	2022	4	11	1	101	16	2	1	0	
2022-04-12	2022	4	12	2	102	16	2	1	0	
2022-04-13	2022	4	13	3	103	16	2	1	0	
2022-04-14	2022	4	14	4	104	16	2	1	0	
2022-04-15	2022	4	15	5	105	16	2	1	0	
2022-04-16	2022	4	16	6	106	16	2	0	0	
2022-04-17	2022	4	17	7	107	17	2	0	0	
2022-04-18	2022	4	18	1	108	17	2	1	0	
2022-04-19	2022	4	19	2	109	17	2	1	0	
2022-04-20	2022	4	20	3	110	17	2	1	0	
2022-04-21	2022	4	21	4	111	17	2	1	0	
2022-04-22	2022	4	22	5	112	17	2	1	0	
2022-04-23	2022	4	23	6	113	17	2	0	0	
2022-04-24	2022	4	24	7	114	18	2	0	0	
2022-04-25	2022	4	25	1	115	18	2	1	0	
2022-04-26	2022	4	26	2	116	18	2	1	0	
2022-04-27	2022	4	27	3	117	18	2	1	0	
2022-04-28	2022	4	28	4	118	18	2	1	0	
2022-04-29	2022	4	29	5	119	18	2	1	0	
2022-04-30	2022	4	30	6	120	18	2	0	0	
2022-05-01	2022	5	1	7	121	19	2	0	0	
2022-05-02	2022	5	2	1	122	19	2	1	0	
2022-05-03	2022	5	3	2	123	19	2	1	0	
2022-05-04	2022	5	4	3	124	19	2	1	0	
2022-05-05	2022	5	5	4	125	19	2	1	0	
2022-05-06	2022	5	6	5	126	19	2	1	0	
2022-05-07	2022	5	7	6	127	19	2	0	0	
2022-05-08	2022	5	8	7	128	20	2	0	0	
2022-05-09	2022	5	9	1	129	20	2	1	0	
2022-05-10	2022	5	10	2	130	20	2	1	0	
2022-05-11	2022	5	11	3	131	20	2	1	0	
2022-05-12	2022	5	12	4	132	20	2	1	0	
2022-05-13	2022	5	13	5	133	20	2	1	0	
2022-05-14	2022	5	14	6	134	20	2	0	0	
2022-05-15	2022	5	15	7	135	21	2	0	0	
2022-05-16	2022	5	16	1	136	21	2	1	0	
2022-05-17	2022	5	17	2	137	21	2	1	0	
2022-05-18	2022	5	18	3	138	21	2	1	0	
2022-05-19	2022	5	19	4	139	21	2	1	0	
2022-05-20	2022	5	20	5	140	21	2	1	0	
2022-05-21	2022	5	21	6	141	21	2	0	0	
2022-05-22	2022	5	22	7	142	22	2	0	0	
2022-05-23	2022	5	23	1	143	22	2	1	0	
2022-05-24	2022	5	24	2	144	22	2	1	0	
2022-05-25	2022	5	25	3	145	22	2	1	0	
2022-05-26	2022	5	26	4	146	22	2	1	0	
2022-05-27	2022	5	27	5	147	22	2	1	0	
2022-05-28	2022	5	28	6	148	22	2	0	0	
2022-05-29	2022	5	29	7	149	23	2	0	0	
2022-05-30	2022	5	30	1	150	23	2	1	0	
2022-05-31	2022	5	31	2	151	23	2	1	0	
2022-06-01	2022	6	1	3	152	23	2	1	0	
2022-06-02	2022	6	2	4	153	23	2	1	0	
2022-06-03	2022	6	3	5	154	23	2	1	0	
2022-06-04	2022	6	4	6	155	23	2	0	0	
2022-06-05	2022	6	5	7	156	24	2	0	0	
2022-06-06	2022	6	6	1	157	24	2	1	0	
2022-06-07	2022	6	7	2	158	24	2	1	0	
2022-06-08	2022	6	8	3	159	24	2	1	0	
2022-06-09	2022	6	9	4	160	24	2	1	0	
2022-06-10	2022	6	10	5	161	24	2	1	0	
2022-06-11	2022	6	11	6	162	24	2	0	0	
2022-06-12	2022	6	12	7	163	25	2	0	0	
2022-06-13	2022	6	13	1	164	25	2	1	0	
2022-06-14	2022	6	14	2	165	25	2	1	0	
2022-06-15	2022	6	15	3	166	25	2	1	0	
2022-06-16	2022	6	16	4	167	25	2	1	0	
2022-06-17	2022	6	17	5	168	25	2	1	0	
2022-06-18	2022	6	18	6	169	25	2	0	0	
2022-06-19	2022	6	19	7	170	26	2	0	0	
2022-06-20	2022	6	20	1	171	26	2	1	0	
2022-06-21	2022	6	21	2	172	26	2	1	0	
2022-06-22	2022	6	22	3	173	26	2	1	0	
2022-06-23	2022	6	23	4	174	26	2	1	0	
2022-06-24	2022	6	24	5	175	26	2	1	0	
2022-06-25	2022	6	25	6	176	26	2	0	0	
2022-06-26	2022	6	26	7	177	27	2	0	0	
2022-06-27	2022	6	27	1	178	27	2	1	0	
2022-06-28	2022	6	28	2	179	27	2	1	0	
2022-06-29	2022	6	29	3	180	27	2	1	0	
2022-06-30	2022	6	30	4	181	27	2	1	0	
2022-07-01	2022	7	1	5	182	27	3	1	0	
2022-07-02	2022	7	2	6	183	27	3	0	0	
2022-07-03	2022	7	3	7	184	28	3	0	0	
2022-07-04	2022	7	4	1	185	28	3	1	0	
2022-07-05	2022	7	5	2	186	28	3	1	0	
2022-07-06	2022	7	6	3	187	28	3	1	0	
2022-07-07	2022	7	7	4	188	28	3	1	0	
2022-07-08	2022	7	8	5	189	28	3	1	0	
2022-07-09	2022	7	9	6	190	28	3	0	0	
2022-07-10	2022	7	10	7	191	29	3	0	0	
2022-07-11	2022	7	11	1	192	29	3	1	0	
2022-07-12	2022	7	12	2	193	29	3	1	0	
2022-07-13	2022	7	13	3	194	29	3	1	0	
2022-07-14	2022	7	14	4	195	29	3	1	0	
2022-07-15	2022	7	15	5	196	29	3	1	0	
2022-07-16	2022	7	16	6	197	29	3	0	0	
2022-07-17	2022	7	17	7	198	30	3	0	0	
2022-07-18	2022	7	18	1	199	30	3	1	0	
2022-07-19	2022	7	19	2	200	30	3	1	0	
2022-07-20	2022	7	20	3	201	30	3	1	0	
2022-07-21	2022	7	21	4	202	30	3	1	0	
2022-07-22	2022	7	22	5	203	30	3	1	0	
2022-07-23	2022	7	23	6	204	30	3	0	0	
2022-07-24	2022	7	24	7	205	31	3	0	0	
2022-07-25	2022	7	25	1	206	31	3	1	0	
2022-07-26	2022	7	26	2	207	31	3	1	0	
2022-07-27	2022	7	27	3	208	31	3	1	0	
2022-07-28	2022	7	28	4	209	31	3	1	0	
2022-07-29	2022	7	29	5	210	31	3	1	0	
2022-07-30	2022	7	30	6	211	31	3	0	0	
2022-07-31	2022	7	31	7	212	32	3	0	0	
2022-08-01	2022	8	1	1	213	32	3	1	0	
2022-08-02	2022	8	2	2	214	32	3	1	0	
2022-08-03	2022	8	3	3	215	32	3	1	0	
2022-08-04	2022	8	4	4	216	32	3	1	0	
2022-08-05	2022	8	5	5	217	32	3	1	0	
2022-08-06	2022	8	6	6	218	32	3	0	0	
